County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Chautauqua,Ellicott Town PD,2018,12,169,7,0,0,3,4,162,19,138,5,Non-New York City
Chautauqua,Fredonia Vg PD,2018,12,166,7,0,0,4,3,159,20,136,3,Non-New York City
Chautauqua,Jamestown City PD,2018,12,1046,228,1,48,28,151,818,192,602,24,Non-New York City
Chautauqua,Lakewood-Busti PD,2018,12,361,1,0,0,0,1,360,42,315,3,Non-New York City
Chautauqua,SUNY Police - Fredonia,2018,12,58,2,0,2,0,0,56,10,46,0,Non-New York City
Chautauqua,Westfield Vg PD,2018,12,10,1,0,1,0,0,9,2,6,1,Non-New York City
Chemung,Chemung County Sheriff,2018,12,254,10,0,3,3,4,244,31,211,2,Non-New York City
Chemung,Chemung County State Police,2018,12,254,50,0,16,0,34,204,19,177,8,Non-New York City
Chemung,County Total,2018,,1438,134,3,19,25,87,1304,198,1073,33,Non-New York City
Chemung,Elmira City PD,2018,12,772,70,3,0,21,46,702,131,553,18,Non-New York City
Chemung,Elmira Heights Vg PD,2018,12,61,3,0,0,1,2,58,10,45,3,Non-New York City
Chemung,Elmira Town PD,2018,12,2,1,0,0,0,1,1,0,0,1,Non-New York City
Chemung,Horseheads Vg PD,2018,12,95,0,0,0,0,0,95,7,87,1,Non-New York City
Chenango,Bainbridge Vg PD,2018,12,2,0,0,0,0,0,2,1,1,0,Non-New York City
Chenango,Chenango County Park PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chenango,Chenango County Sheriff,2018,12,290,16,0,6,2,8,274,57,212,5,Non-New York City
Chenango,Chenango County State Police,2018,12,185,39,0,30,0,9,146,35,103,8,Non-New York City
Chenango,County Total,2018,,713,87,1,52,4,30,626,109,502,15,Non-New York City
Chenango,Greene Vg PD,2018,12,10,0,0,0,0,0,10,1,9,0,Non-New York City
Chenango,New Berlin Town PD,2018,12,10,0,0,0,0,0,10,1,9,0,Non-New York City
Chenango,Norwich City PD,2018,12,201,31,1,16,1,13,170,14,154,2,Non-New York City
Chenango,Oxford Vg PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Chenango,Sherburne Vg PD,2018,12,11,1,0,0,1,0,10,0,10,0,Non-New York City
Clinton,Clinton County Park PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Clinton,Clinton County Sheriff,2018,12,40,13,0,0,0,13,27,1,25,1,Non-New York City
Clinton,Clinton County State Police,2018,12,699,123,2,76,4,41,576,104,450,22,Non-New York City
Clinton,County Total,2018,,1160,174,2,87,9,76,986,139,818,29,Non-New York City
Clinton,Plattsburgh City PD,2018,12,360,35,0,9,5,21,325,32,287,6,Non-New York City
Clinton,SUNY Police - Plattsburgh,2018,12,58,3,0,2,0,1,55,2,53,0,Non-New York City
Columbia,Chatham Vg PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Columbia,Columbia County Park PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Columbia,Columbia County Sheriff,2018,12,320,27,0,12,0,15,293,56,227,10,Non-New York City
Columbia,Columbia County State Police,2018,12,190,42,0,25,0,17,148,22,121,5,Non-New York City
Columbia,County Total,2018,,892,102,1,44,0,57,790,110,661,19,Non-New York City
Columbia,Greenport Town PD,2018,12,166,1,0,0,0,1,165,0,164,1,Non-New York City
Columbia,Hudson City PD,2018,12,195,32,1,7,0,24,163,31,129,3,Non-New York City
Columbia,Philmont Vg PD,2018,12,10,0,0,0,0,0,10,1,9,0,Non-New York City
Columbia,Stockport Town PD,2018,11,7,0,0,0,0,0,7,0,7,0,Non-New York City
Cortland,Cortland City PD,2018,12,344,28,1,7,6,14,316,66,241,9,Non-New York City
Cortland,Cortland County Sheriff,2018,12,249,14,1,5,4,4,235,58,168,9,Non-New York City
Cortland,Cortland County State Police,2018,12,140,13,0,11,0,2,127,20,103,4,Non-New York City
Cortland,County Total,2018,,775,58,2,25,10,21,717,157,537,23,Non-New York City
Cortland,Homer Vg PD,2018,12,5,0,0,0,0,0,5,3,2,0,Non-New York City
Cortland,SUNY Police - Cortland,2018,12,37,3,0,2,0,1,34,10,23,1,Non-New York City
Delaware,Colchester Town PD,2018,12,16,0,0,0,0,0,16,4,11,1,Non-New York City
Delaware,County Total,2018,,583,75,1,31,3,40,508,90,402,16,Non-New York City
Delaware,Delaware County Sheriff,2018,12,177,31,0,15,1,15,146,38,99,9,Non-New York City
Delaware,Delaware County State Police,2018,12,179,28,1,11,2,14,151,26,120,5,Non-New York City
Delaware,Delhi Vg PD,2018,12,38,2,0,0,0,2,36,4,32,0,Non-New York City
Delaware,Hancock Vg PD,2018,12,17,3,0,1,0,2,14,4,10,0,Non-New York City
Delaware,NYC-DEPP - Beerston PCT,2018,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Delaware,Sidney Vg PD,2018,12,104,7,0,2,0,5,97,12,84,1,Non-New York City
Delaware,SUNY Police - Delhi,2018,12,46,4,0,2,0,2,42,2,40,0,Non-New York City
Dutchess,Beacon City PD,2018,12,214,26,0,2,11,13,188,38,142,8,Non-New York City
Dutchess,County Total,2018,,3660,540,6,113,104,317,3120,352,2633,135,Non-New York City
Dutchess,Dutchess County MTA,2018,12,11,2,0,0,1,1,9,1,8,0,Non-New York City
Dutchess,Dutchess County Park PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Dutchess,Dutchess County Sheriff,2018,12,429,40,0,13,4,23,389,49,325,15,Non-New York City
Dutchess,Dutchess County State Police,2018,12,640,174,1,55,4,114,466,58,380,28,Non-New York City
Dutchess,East Fishkill Town PD,2018,12,145,9,0,5,0,4,136,17,112,7,Non-New York City
Dutchess,Fishkill Town PD,2018,12,171,10,0,2,3,5,161,10,146,5,Non-New York City
Dutchess,Fishkill Vg PD,2018,12,29,2,0,0,1,1,27,0,27,0,Non-New York City
Dutchess,Hyde Park Town PD,2018,12,100,9,0,2,3,4,91,19,70,2,Non-New York City
Dutchess,Millerton Vg PD,2018,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
Dutchess,Pine Plains Town PD,2018,12,5,0,0,0,0,0,5,3,2,0,Non-New York City
Dutchess,Poughkeepsie City PD,2018,12,714,218,5,26,59,128,496,85,376,35,Non-New York City
Dutchess,Poughkeepsie Town PD,2018,12,1065,43,0,8,18,17,1022,62,936,24,Non-New York City
Dutchess,Red Hook Vg PD,2018,12,33,5,0,0,0,5,28,7,21,0,Non-New York City
Dutchess,Rhinebeck Vg PD,2018,12,28,0,0,0,0,0,28,0,27,1,Non-New York City
Dutchess,Wappingers Falls Vg PD,2018,12,71,1,0,0,0,1,70,3,57,10,Non-New York City
Erie,Akron Vg PD,2018,12,11,1,0,0,0,1,10,5,5,0,Non-New York City
Erie,Amherst Town PD,2018,12,1911,144,0,24,49,71,1767,193,1531,43,Non-New York City
Erie,Blasdell Vg PD,2018,3,10,2,0,0,1,1,8,3,5,0,Non-New York City
Erie,Brant Town PD,2018,12,14,0,0,0,0,0,14,4,8,2,Non-New York City
Erie,Buffalo City PD,2018,12,12531,2691,57,167,906,1561,9840,2269,6704,867,Non-New York City
Erie,Cheektowaga Town PD,2018,12,2345,189,0,17,71,101,2156,259,1810,87,Non-New York City
Erie,County Total,2018,,22899,3529,58,304,1120,2047,19370,3490,14713,1167,Non-New York City
Erie,Depew Vg PD,2018,12,262,12,0,4,3,5,250,47,194,9,Non-New York City
Erie,East Aurora-Town Of Aurora PD,2018,12,80,1,0,0,0,1,79,8,69,2,Non-New York City
Erie,Eden Town PD,2018,12,35,0,0,0,0,0,35,4,30,1,Non-New York City
Erie,Erie County Park PD,2018,12,8,0,0,0,0,0,8,3,5,0,Non-New York City
Erie,Erie County Sheriff,2018,12,621,45,0,0,9,36,576,79,475,22,Non-New York City
Erie,Erie County State Police,2018,12,261,35,1,16,0,18,226,24,189,13,Non-New York City
Erie,Evans Town PD,2018,12,200,22,0,7,1,14,178,31,139,8,Non-New York City
Erie,Gowanda Vg PD,2018,12,41,6,0,0,0,6,35,4,29,2,Non-New York City
Erie,Hamburg Town PD,2018,12,929,41,0,0,8,33,888,93,785,10,Non-New York City
Erie,Hamburg Vg PD,2018,12,105,8,0,0,0,8,97,18,76,3,Non-New York City
Erie,Kenmore Vg PD,2018,12,199,14,0,0,5,9,185,20,159,6,Non-New York City
Erie,Lackawanna City PD,2018,12,385,70,0,11,14,45,315,71,215,29,Non-New York City
Erie,Lancaster Town PD,2018,12,426,21,0,9,1,11,405,40,356,9,Non-New York City
Erie,Orchard Park Town PD,2018,12,359,28,0,8,5,15,331,30,295,6,Non-New York City
Erie,SUNY Police - Buffalo,2018,12,206,8,0,5,0,3,198,23,173,2,Non-New York City
Erie,SUNY Police - Buffalo State College,2018,12,144,13,0,5,6,2,131,4,127,0,Non-New York City
Erie,Tonawanda City PD,2018,12,272,27,0,10,4,13,245,35,205,5,Non-New York City
Erie,Tonawanda Town PD,2018,12,852,89,0,6,24,59,763,110,623,30,Non-New York City
Erie,West Seneca Town PD,2018,12,692,62,0,15,13,34,630,113,506,11,Non-New York City
Essex,County Total,2018,,293,52,2,29,0,21,241,50,185,6,Non-New York City
Essex,Essex County Sheriff,2018,12,4,1,0,0,0,1,3,0,2,1,Non-New York City
Essex,Essex County State Police,2018,12,218,33,1,21,0,11,185,43,139,3,Non-New York City
Essex,Lake Placid Vg PD,2018,11,20,1,0,1,0,0,19,3,15,1,Non-New York City
Essex,Ticonderoga Town PD,2018,12,51,17,1,7,0,9,34,4,29,1,Non-New York City
Franklin,County Total,2018,,519,71,0,48,2,21,448,84,342,22,Non-New York City
Franklin,Franklin County State Police,2018,12,296,50,0,35,0,15,246,65,162,19,Non-New York City
Franklin,Malone Vg PD,2018,12,118,9,0,6,0,3,109,10,99,0,Non-New York City
Franklin,Saranac Lake Vg PD,2018,12,38,7,0,5,0,2,31,1,30,0,Non-New York City
Franklin,Tupper Lake Vg PD,2018,12,67,5,0,2,2,1,62,8,51,3,Non-New York City
Fulton,County Total,2018,,944,145,0,51,14,80,799,94,679,26,Non-New York City
Fulton,Fulton County Sheriff,2018,12,233,26,0,6,1,19,207,20,179,8,Non-New York City
Fulton,Fulton County State Police,2018,12,101,23,0,12,1,10,78,24,52,2,Non-New York City
Fulton,Gloversville City PD,2018,12,446,83,0,29,9,45,363,39,310,14,Non-New York City
Fulton,Johnstown City PD,2018,12,163,13,0,4,3,6,150,11,137,2,Non-New York City
Fulton,Northville Vg PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Genesee,Batavia City PD,2018,12,432,62,2,7,14,39,370,61,290,19,Non-New York City
Genesee,County Total,2018,,946,128,3,32,15,78,818,116,657,45,Non-New York City
Genesee,Genesee County Park PD,2018,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Genesee,Genesee County Sheriff,2018,12,334,48,1,18,1,28,286,35,233,18,Non-New York City
Genesee,Genesee County State Police,2018,12,116,12,0,6,0,6,104,7,89,8,Non-New York City
Genesee,LeRoy Vg PD,2018,12,62,6,0,1,0,5,56,13,43,0,Non-New York City
Greene,Cairo Town PD,2018,12,44,3,0,0,0,3,41,13,27,1,Non-New York City
Greene,Catskill Vg PD,2018,12,144,11,0,2,0,9,133,6,125,2,Non-New York City
Greene,County Total,2018,,609,114,2,40,1,71,495,106,381,8,Non-New York City
Greene,Coxsackie Vg PD,2018,12,4,1,0,0,0,1,3,1,2,0,Non-New York City
Greene,Durham Town PD,2018,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Greene,Greene County Sheriff,2018,12,26,6,0,0,0,6,20,12,7,1,Non-New York City
Greene,Greene County State Police,2018,12,383,93,2,38,1,52,290,74,212,4,Non-New York City
Greene,Windham Town PD,2018,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Hamilton,County Total,2018,,46,3,0,0,1,2,43,19,24,0,Non-New York City
Hamilton,Hamilton County Sheriff,2018,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Hamilton,Hamilton County State Police,2018,12,39,3,0,0,1,2,36,17,19,0,Non-New York City
Hamilton,Inlet Town PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Herkimer,County Total,2018,,803,90,0,24,8,58,713,138,551,24,Non-New York City
Herkimer,Dolgeville Vg PD,2018,12,8,1,0,0,0,1,7,1,6,0,Non-New York City
Herkimer,Frankfort Town PD,2018,12,15,3,0,0,1,2,12,2,9,1,Non-New York City
Herkimer,Frankfort Vg PD,2018,12,14,0,0,0,0,0,14,2,10,2,Non-New York City
Herkimer,Herkimer County State Police,2018,12,213,25,0,16,0,9,188,65,113,10,Non-New York City
Herkimer,Herkimer Vg PD,2018,12,276,29,0,6,3,20,247,24,221,2,Non-New York City
Herkimer,Ilion Vg PD,2018,12,184,21,0,1,4,16,163,24,132,7,Non-New York City
Herkimer,Little Falls City PD,2018,12,71,11,0,1,0,10,60,15,43,2,Non-New York City
Herkimer,Mohawk Vg PD,2018,12,22,0,0,0,0,0,22,5,17,0,Non-New York City
Jefferson,Adams Vg PD,2018,12,2,0,0,0,0,0,2,1,1,0,Non-New York City
Jefferson,Alexandria Bay Vg PD,2018,12,10,1,0,0,0,1,9,1,8,0,Non-New York City
Jefferson,Black River Vg PD,2018,12,4,0,0,0,0,0,4,2,2,0,Non-New York City
Jefferson,Brownville Vg PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Jefferson,Carthage Vg PD,2018,12,50,5,0,3,0,2,45,7,35,3,Non-New York City
Jefferson,Clayton Vg PD,2018,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Jefferson,County Total,2018,,2017,258,1,107,21,129,1759,244,1473,42,Non-New York City
Jefferson,Dexter Vg PD,2018,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Jefferson,Jefferson County Park PD,2018,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Jefferson,Jefferson County Sheriff,2018,12,277,18,1,5,1,11,259,24,231,4,Non-New York City
Jefferson,Jefferson County State Police,2018,12,554,55,0,32,1,22,499,76,408,15,Non-New York City
Jefferson,Watertown City PD,2018,12,1088,178,0,66,19,93,910,131,760,19,Non-New York City
Jefferson,West Carthage Vg PD,2018,12,15,1,0,1,0,0,14,1,12,1,Non-New York City
Kings,County Total,2018,12,50106,14384,98,802,4157,9327,35722,3585,30417,1720,New York City
Lewis,County Total,2018,,207,32,0,17,1,14,175,50,117,8,Non-New York City
Lewis,Lewis County Sheriff,2018,12,78,10,0,5,0,5,68,27,39,2,Non-New York City
Lewis,Lewis County State Police,2018,12,98,13,0,10,1,2,85,20,61,4,Non-New York City
Lewis,Lowville Vg PD,2018,12,31,9,0,2,0,7,22,3,17,2,Non-New York City
Livingston,Caledonia Vg PD,2018,12,3,0,0,0,0,0,3,0,2,1,Non-New York City
Livingston,County Total,2018,,635,58,0,23,5,30,577,61,495,21,Non-New York City
Livingston,Dansville Vg PD,2018,12,88,3,0,1,0,2,85,14,69,2,Non-New York City
Livingston,Geneseo Vg PD,2018,12,90,4,0,3,1,0,86,9,77,0,Non-New York City
Livingston,Livingston County Park PD,2018,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Livingston,Livingston County Sheriff,2018,12,283,23,0,10,2,11,260,30,215,15,Non-New York City
Livingston,Livingston County State Police,2018,12,48,22,0,9,0,13,26,0,23,3,Non-New York City
Livingston,Mount Morris Vg PD,2018,12,60,6,0,0,2,4,54,5,49,0,Non-New York City
Livingston,Nunda Town and Vg PD,2018,4,1,0,0,0,0,0,1,0,1,0,Non-New York City
Livingston,SUNY Police - Geneseo,2018,12,59,0,0,0,0,0,59,3,56,0,Non-New York City
Madison,Canastota Vg PD,2018,12,47,5,0,1,0,4,42,2,37,3,Non-New York City
Madison,Cazenovia Vg PD,2018,12,36,1,0,0,0,1,35,3,30,2,Non-New York City
Madison,Chittenango Vg PD,2018,12,31,4,0,0,0,4,27,2,22,3,Non-New York City
Madison,County Total,2018,,952,135,1,64,5,65,817,109,674,34,Non-New York City
Madison,Hamilton Vg PD,2018,12,11,1,0,1,0,0,10,3,7,0,Non-New York City
Madison,Madison County Park PD,2018,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Madison,Madison County Sheriff,2018,12,160,24,1,10,0,13,136,26,106,4,Non-New York City
Madison,Madison County State Police,2018,12,200,41,0,30,0,11,159,32,115,12,Non-New York City
Madison,Oneida City PD,2018,12,431,53,0,16,5,32,378,37,331,10,Non-New York City
Madison,SUNY Police - Morrisville,2018,12,35,6,0,6,0,0,29,4,25,0,Non-New York City
Monroe,Brighton Town PD,2018,12,626,31,0,9,14,8,595,55,527,13,Non-New York City
Monroe,Brockport Vg PD,2018,12,97,14,0,2,1,11,83,9,71,3,Non-New York City
Monroe,County Total,2018,,16658,2254,36,272,682,1264,14404,2107,11380,917,Non-New York City
Monroe,East Rochester Vg PD,2018,12,107,11,0,3,5,3,96,13,78,5,Non-New York City
Monroe,Fairport Vg PD,2018,12,23,1,0,1,0,0,22,4,17,1,Non-New York City
Monroe,Gates Town PD,2018,12,879,56,1,6,18,31,823,64,706,53,Non-New York City
Monroe,Greece Town PD,2018,12,2238,187,1,30,52,104,2051,291,1664,96,Non-New York City
Monroe,Irondequoit Town PD,2018,12,1016,89,0,14,29,46,927,133,738,56,Non-New York City
Monroe,Monroe County Park PD,2018,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Monroe,Monroe County Sheriff,2018,12,2256,179,5,44,35,95,2077,270,1721,86,Non-New York City
Monroe,Monroe County State Police,2018,12,99,26,0,24,0,2,73,3,62,8,Non-New York City
Monroe,Ogden Town PD,2018,12,208,8,0,1,3,4,200,23,166,11,Non-New York City
Monroe,Rochester City PD,2018,12,8655,1616,29,131,517,939,7039,1178,5286,575,Non-New York City
Monroe,SUNY Police - Brockport,2018,12,55,1,0,0,1,0,54,13,40,1,Non-New York City
Monroe,Webster Town and Vg PD,2018,12,395,35,0,7,7,21,360,51,300,9,Non-New York City
Montgomery,Amsterdam City PD,2018,12,226,25,0,6,7,12,201,45,148,8,Non-New York City
Montgomery,Canajoharie Vg PD,2018,12,22,7,1,0,0,6,15,5,10,0,Non-New York City
Montgomery,County Total,2018,,721,80,2,29,9,40,641,115,501,25,Non-New York City
Montgomery,Fort Plain Vg PD,2018,12,124,20,1,8,1,10,104,25,75,4,Non-New York City
Montgomery,Montgomery County Sheriff,2018,12,203,8,0,2,0,6,195,22,166,7,Non-New York City
Montgomery,Montgomery County State Police,2018,12,128,18,0,13,1,4,110,14,90,6,Non-New York City
Montgomery,St Johnsville Vg PD,2018,12,18,2,0,0,0,2,16,4,12,0,Non-New York City
Nassau,Centre Island Vg PD,2018,12,4,2,0,0,1,1,2,0,2,0,Non-New York City
Nassau,County Total,2018,,13383,1509,15,28,511,955,11874,1017,10190,667,Non-New York City
Nassau,Floral Park Vg PD,2018,12,54,8,0,1,4,3,46,8,31,7,Non-New York City
Nassau,Freeport Vg PD,2018,12,492,70,0,2,26,42,422,23,371,28,Non-New York City
Nassau,Garden City Vg PD,2018,12,368,10,0,0,3,7,358,26,321,11,Non-New York City
Nassau,Glen Cove City PD,2018,12,115,4,0,0,4,0,111,7,102,2,Non-New York City
Nassau,Hempstead Vg PD,2018,12,911,322,4,9,114,195,589,106,369,114,Non-New York City
Nassau,Kings Point Vg PD,2018,12,11,0,0,0,0,0,11,2,8,1,Non-New York City
Nassau,Lake Success Vg PD,2018,12,24,1,0,0,1,0,23,5,16,2,Non-New York City
Nassau,Long Beach City PD,2018,12,109,29,0,0,6,23,80,5,71,4,Non-New York City
Nassau,Lynbrook Vg PD,2018,12,122,15,0,0,2,13,107,9,85,13,Non-New York City
Nassau,Malverne Vg PD,2018,12,19,2,0,0,1,1,17,2,13,2,Non-New York City
Nassau,Nassau County MTA,2018,12,43,2,0,0,1,1,41,0,41,0,Non-New York City
Nassau,Nassau County Park PD,2018,12,48,5,0,0,1,4,43,0,42,1,Non-New York City
Nassau,Nassau County PD,2018,12,10650,1000,11,13,337,639,9650,786,8406,458,Non-New York City
Nassau,Nassau County State Police,2018,12,16,8,0,1,0,7,8,0,7,1,Non-New York City
Nassau,Old Brookville Vg PD,2018,12,33,0,0,0,0,0,33,7,23,3,Non-New York City
Nassau,Old Westbury Vg PD,2018,12,36,5,0,0,1,4,31,6,18,7,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2018,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Nassau,Port Washington Police District,2018,12,102,4,0,1,1,2,98,5,89,4,Non-New York City
Nassau,Rockville Centre Vg PD,2018,12,200,20,0,0,8,12,180,16,156,8,Non-New York City
Nassau,Sands Point Vg PD,2018,12,10,0,0,0,0,0,10,1,8,1,Non-New York City
Nassau,SUNY Police - Old Westbury,2018,12,13,2,0,1,0,1,11,2,9,0,Non-New York City
New York,County Total,2018,12,49830,8951,31,640,2731,5549,40879,2455,37682,742,New York City
Niagara,County Total,2018,,4428,625,4,96,158,367,3803,535,2983,285,Non-New York City
Niagara,Lewiston Town PD,2018,12,168,13,0,3,1,9,155,18,103,34,Non-New York City
Niagara,Lockport City PD,2018,12,158,20,0,10,3,7,138,21,106,11,Non-New York City
Niagara,Middleport Vg PD,2018,12,29,1,0,0,0,1,28,2,24,2,Non-New York City
Niagara,Niagara County Park PD,2018,12,40,4,0,0,2,2,36,1,35,0,Non-New York City
Niagara,Niagara County Sheriff,2018,12,659,60,1,16,10,33,599,103,458,38,Non-New York City
Niagara,Niagara County State Police,2018,12,249,35,0,24,0,11,214,30,179,5,Non-New York City
Niagara,Niagara Falls City PD,2018,12,2403,428,2,24,128,274,1975,302,1515,158,Non-New York City
Niagara,Niagara Town PD,2018,12,270,17,0,3,3,11,253,19,222,12,Non-New York City
Niagara,North Tonawanda City PD,2018,12,447,47,1,16,11,19,400,38,337,25,Non-New York City
Niagara,Somerset Town PD,2018,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Niagara,Youngstown Vg PD,2018,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Oneida,Boonville Vg PD,2018,12,16,4,0,0,0,4,12,1,11,0,Non-New York City
Oneida,Camden Vg PD,2018,12,19,0,0,0,0,0,19,3,16,0,Non-New York City
Oneida,County Total,2018,,4652,649,7,194,105,343,4003,609,3233,161,Non-New York City
Oneida,Kirkland Town PD,2018,12,6,0,0,0,0,0,6,1,4,1,Non-New York City
Oneida,New Hartford Town and Vg PD,2018,12,706,6,0,2,1,3,700,34,656,10,Non-New York City
Oneida,New York Mills Vg PD,2018,12,33,0,0,0,0,0,33,5,25,3,Non-New York City
Oneida,Oneida County Park PD,2018,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Oneida,Oneida County Sheriff,2018,12,400,109,0,93,1,15,291,47,226,18,Non-New York City
Oneida,Oneida County State Police,2018,12,468,90,1,42,1,46,378,59,303,16,Non-New York City
Oneida,Oriskany Vg PD,2018,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Oneida,Rome City PD,2018,12,589,49,0,9,13,27,540,116,411,13,Non-New York City
Oneida,Sherrill City PD,2018,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2018,12,10,1,0,1,0,0,9,0,9,0,Non-New York City
Oneida,Utica City PD,2018,12,2297,384,6,45,88,245,1913,328,1491,94,Non-New York City
Oneida,Vernon Vg PD,2018,12,10,1,0,0,1,0,9,1,8,0,Non-New York City
Oneida,Whitesboro Vg PD,2018,12,17,0,0,0,0,0,17,3,14,0,Non-New York City
Oneida,Whitestown Town PD,2018,12,30,2,0,2,0,0,28,3,19,6,Non-New York City
Oneida,Yorkville Vg PD,2018,12,35,3,0,0,0,3,32,6,26,0,Non-New York City
Onondaga,Baldwinsville Vg PD,2018,12,53,2,0,0,0,2,51,1,48,2,Non-New York City
Onondaga,Camillus Town and Vg PD,2018,12,289,14,0,2,2,10,275,17,249,9,Non-New York City
Onondaga,Cicero Town PD,2018,12,229,11,0,2,0,9,218,12,191,15,Non-New York City
Onondaga,County Total,2018,,9949,1374,28,194,336,816,8575,1307,6557,711,Non-New York City
Onondaga,DeWitt Town PD,2018,12,618,34,2,3,8,21,584,64,500,20,Non-New York City
Onondaga,Geddes Town PD,2018,12,222,7,0,0,2,5,215,16,193,6,Non-New York City
Onondaga,Jordan Vg PD,2018,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Onondaga,Liverpool Vg PD,2018,12,19,0,0,0,0,0,19,2,17,0,Non-New York City
Onondaga,Manlius Town PD,2018,12,279,18,0,3,4,11,261,36,217,8,Non-New York City
Onondaga,Marcellus Vg PD,2018,12,11,0,0,0,0,0,11,0,11,0,Non-New York City
Onondaga,North Syracuse Vg PD,2018,12,78,12,0,3,4,5,66,9,52,5,Non-New York City
Onondaga,Onondaga County Park PD,2018,12,5,0,0,0,0,0,5,0,4,1,Non-New York City
Onondaga,Onondaga County Park Rangers,2018,12,13,0,0,0,0,0,13,1,12,0,Non-New York City
Onondaga,Onondaga County Sheriff,2018,12,1833,176,3,44,24,105,1657,236,1328,93,Non-New York City
Onondaga,Onondaga County State Police,2018,12,594,71,0,42,5,24,523,62,429,32,Non-New York City
Onondaga,Skaneateles Vg PD,2018,12,17,0,0,0,0,0,17,4,12,1,Non-New York City
Onondaga,Solvay Vg PD,2018,12,124,16,0,3,2,11,108,13,86,9,Non-New York City
